year,date,rm_up,rm_down,dry_length,reach,event_number,day_number
2019,9/5/2019,86.8,79.15,7.65,San Acacia,1,16
2019,9/6/2019,88.8,74.5,14.3,San Acacia,1,17
2019,9/7/2019,89.29,74.35,14.94,San Acacia,1,18
2019,9/8/2019,89.85,74.35,15.5,San Acacia,1,19
2019,9/9/2019,89.63,73.85,15.78,San Acacia,1,20
2019,9/10/2019,89.75,73.85,15.9,San Acacia,1,21
2019,9/11/2019,89.87,73.85,16.02,San Acacia,1,22
2019,9/12/2019,89.61,73.85,15.76,San Acacia,1,23
2019,9/13/2019,91.2,73.85,17.35,San Acacia,1,24
2019,9/14/2019,88.61,73.84,14.77,San Acacia,1,25
2019,9/15/2019,87.62,73.85,13.77,San Acacia,1,26
2019,9/16/2019,77,73.85,3.15,San Acacia,1,27
2019,9/26/2019,81.65,81.5,0.15,San Acacia,2,1
2019,9/27/2019,81.85,76.2,5.65,San Acacia,2,2
2019,9/28/2019,82.78,76.17,6.61,San Acacia,2,3
2019,9/29/2019,82.66,73.88,8.78,San Acacia,2,4
2019,9/30/2019,82.46,73.88,8.58,San Acacia,2,5
2019,10/1/2019,82.42,73.88,8.54,San Acacia,2,6
2019,10/2/2019,82.25,73.88,8.37,San Acacia,2,7
2019,10/3/2019,82.73,73.89,8.84,San Acacia,2,8
2019,10/4/2019,84.25,73.89,10.36,San Acacia,2,9
2019,10/5/2019,77.36,73.89,3.47,San Acacia,2,10
2020,5/10/2020,75.96,74.02,1.94,San Acacia,1,1
2020,5/22/2020,82.22,73.85,8.37,San Acacia,2,1
2020,5/23/2020,83.77,73.85,9.92,San Acacia,2,2
2020,5/24/2020,85.58,73.85,11.73,San Acacia,2,3
2020,5/25/2020,84.54,73.85,10.69,San Acacia,2,4
2020,5/26/2020,83.82,73.85,9.97,San Acacia,2,5
2020,5/27/2020,81.88,73.86,8.02,San Acacia,2,6
2020,5/30/2020,85.57,73.97,11.6,San Acacia,3,1
2020,5/31/2020,90.91,73.95,16.96,San Acacia,3,2
2020,6/1/2020,91.3,73.95,17.35,San Acacia,3,3
2020,6/2/2020,93.42,73.95,19.47,San Acacia,3,4
2020,6/3/2020,93.47,73.96,19.51,San Acacia,3,5
2020,6/4/2020,93.62,73.95,19.67,San Acacia,3,6
2020,6/5/2020,93.33,73.96,19.37,San Acacia,3,7
2020,6/6/2020,93.45,73.95,19.5,San Acacia,3,8
2020,6/7/2020,93.36,73.95,19.41,San Acacia,3,9
2020,6/8/2020,93.43,73.93,19.5,San Acacia,3,10
2020,6/9/2020,93.6,73.95,19.65,San Acacia,3,11
2020,6/10/2020,93.33,73.95,19.38,San Acacia,3,12
2020,6/11/2020,93.59,73.96,19.63,San Acacia,3,13
2020,6/12/2020,154.13,152.79,1.34,Isleta,3,14
2020,6/12/2020,94.57,73.96,20.61,San Acacia,3,15
2020,6/13/2020,155,152.51,2.49,Isleta,3,16
2020,6/13/2020,94.5,73.96,20.54,San Acacia,3,17
2020,6/14/2020,155.25,152.48,2.77,Isleta,3,18
2020,6/14/2020,95.24,73.96,21.28,San Acacia,3,19
2020,6/15/2020,155.77,151.17,4.6,Isleta,3,20
2020,6/15/2020,95.3,73.96,21.34,San Acacia,3,21
2020,6/16/2020,156,152.17,3.83,Isleta,3,22
2020,6/16/2020,94.97,73.96,21.01,San Acacia,3,23
2020,6/17/2020,156.1,152.1,4,Isleta,3,24
2020,6/17/2020,96,73.96,22.04,San Acacia,3,25
2020,6/18/2020,156.1,152.45,3.65,Isleta,3,26
2020,6/18/2020,96.1,73.95,22.15,San Acacia,3,27
2020,6/19/2020,157,151.3,5.7,Isleta,3,28
2020,6/19/2020,96.13,73.95,22.18,San Acacia,3,29
2020,6/20/2020,157.21,151.64,5.57,Isleta,3,30
2020,6/20/2020,96.55,73.95,22.6,San Acacia,3,31
2020,6/21/2020,157.26,152.4,4.86,Isleta,3,32
2020,6/21/2020,96.48,73.95,22.53,San Acacia,3,33
2020,6/22/2020,157.27,152.42,4.85,Isleta,3,34
2020,6/22/2020,96.52,73.95,22.57,San Acacia,3,35
2020,6/23/2020,157.28,152.15,5.13,Isleta,3,36
2020,6/23/2020,96.3,73.95,22.35,San Acacia,3,37
2020,6/24/2020,157.52,152.1,5.42,Isleta,3,38
2020,6/24/2020,96.3,73.95,22.35,San Acacia,3,39
2020,6/25/2020,158,152.1,5.9,Isleta,3,40
2020,6/25/2020,96.48,73.95,22.53,San Acacia,3,41
2020,6/26/2020,158.4,152.1,6.3,Isleta,3,42
2020,6/26/2020,96.75,73.96,22.79,San Acacia,3,43
2020,6/27/2020,158.2,151.77,6.43,Isleta,3,44
2020,6/27/2020,96.3,73.95,22.35,San Acacia,3,45
2020,6/28/2020,158.35,151.62,6.73,Isleta,3,46
2020,6/28/2020,96.72,73.95,22.77,San Acacia,3,47
2020,6/29/2020,158.35,151.6,6.75,Isleta,3,48
2020,6/29/2020,96.75,73.96,22.79,San Acacia,3,49
2020,6/30/2020,158.45,151.62,6.83,Isleta,3,50
2020,6/30/2020,96.74,73.95,22.79,San Acacia,3,51
2020,7/1/2020,158.54,152.45,6.09,Isleta,3,52
2020,7/1/2020,96.76,73.95,22.81,San Acacia,3,53
2020,7/2/2020,158,151.59,6.41,Isleta,3,54
2020,7/2/2020,133.5,133,0.5,Isleta,3,55
2020,7/2/2020,97.15,73.95,23.2,San Acacia,3,56
2020,7/3/2020,158.36,151.9,6.46,Isleta,3,57
2020,7/3/2020,132.36,131.96,0.4,Isleta,3,58
2020,7/3/2020,97.13,73.95,23.18,San Acacia,3,59
2020,7/4/2020,158.57,152,6.57,Isleta,3,60
2020,7/4/2020,132.28,131.93,0.35,Isleta,3,61
2020,7/4/2020,97.16,73.95,23.21,San Acacia,3,62
2020,7/5/2020,158.6,152.4,6.2,Isleta,3,63
2020,7/5/2020,132.28,131.9,0.38,Isleta,3,64
2020,7/5/2020,97.12,73.95,23.17,San Acacia,3,65
2020,7/6/2020,158.1,151.72,6.38,Isleta,3,66
2020,7/6/2020,97.4,73.85,23.55,San Acacia,3,67
2020,7/7/2020,158.47,151.62,6.85,Isleta,3,68
2020,7/7/2020,97.56,73.84,23.72,San Acacia,3,69
2020,7/8/2020,158.29,152.45,5.84,Isleta,3,70
2020,7/8/2020,133.97,132.65,1.32,Isleta,3,71
2020,7/8/2020,97.58,73.84,23.74,San Acacia,3,72
2020,7/8/2020,66.45,65.85,0.6,San Acacia,3,73
2020,7/9/2020,158.73,152.1,6.63,Isleta,3,74
2020,7/9/2020,133.75,132.7,1.05,Isleta,3,75
2020,7/9/2020,97.48,73.84,23.64,San Acacia,3,76
2020,7/9/2020,65.3,64.2,1.1,San Acacia,3,77
2020,7/10/2020,158.98,151.4,7.58,Isleta,3,78
2020,7/10/2020,134.27,131.93,2.34,Isleta,3,79
2020,7/10/2020,97.52,73.84,23.68,San Acacia,3,80
2020,7/10/2020,64.53,63.43,1.1,San Acacia,3,81
2020,7/10/2020,56,54.5,1.5,San Acacia,3,82
2020,7/11/2020,159.96,151.39,8.57,Isleta,3,83
2020,7/11/2020,135.05,131.91,3.14,Isleta,3,84
2020,7/11/2020,97.48,73.84,23.64,San Acacia,3,85
2020,7/11/2020,66.97,63.43,3.54,San Acacia,3,86
2020,7/11/2020,56.5,54.5,2,San Acacia,3,87
2020,7/12/2020,158.96,151.29,7.67,Isleta,3,88
2020,7/12/2020,135.35,131.93,3.42,Isleta,3,89
2020,7/12/2020,97.65,73.84,23.81,San Acacia,3,90
2020,7/12/2020,67.2,62.78,4.42,San Acacia,3,91
2020,7/12/2020,60.65,60.36,0.29,San Acacia,3,92
2020,7/12/2020,56.36,54.5,1.86,San Acacia,3,93
2020,7/13/2020,159.06,151.37,7.69,Isleta,3,94
2020,7/13/2020,135.68,131.92,3.76,Isleta,3,95
2020,7/13/2020,97.8,73.84,23.96,San Acacia,3,96
2020,7/13/2020,68.97,63.38,5.59,San Acacia,3,97
2020,7/13/2020,61.01,60.36,0.65,San Acacia,3,98
2020,7/13/2020,56.61,54.5,2.11,San Acacia,3,99
2020,7/14/2020,157.79,151.26,6.53,Isleta,3,100
2020,7/14/2020,135.7,131.92,3.78,Isleta,3,101
2020,7/14/2020,97.8,63.31,34.49,San Acacia,3,102
2020,7/14/2020,60.99,60.31,0.68,San Acacia,3,103
2020,7/14/2020,56.54,54.51,2.03,San Acacia,3,104
2020,7/15/2020,159,151.29,7.71,Isleta,3,105
2020,7/15/2020,135.21,131.92,3.29,Isleta,3,106
2020,7/15/2020,97.82,63.38,34.44,San Acacia,3,107
2020,7/15/2020,60.55,60.37,0.18,San Acacia,3,108
2020,7/15/2020,56.39,54.51,1.88,San Acacia,3,109
2020,7/16/2020,158.94,151.4,7.54,Isleta,3,110
2020,7/16/2020,134.62,131.91,2.71,Isleta,3,111
2020,7/16/2020,98.18,63.38,34.8,San Acacia,3,112
2020,7/16/2020,60.98,60.57,0.41,San Acacia,3,113
2020,7/16/2020,56.11,54.51,1.6,San Acacia,3,114
2020,7/17/2020,159.07,151.28,7.79,Isleta,3,115
2020,7/17/2020,134.58,131.92,2.66,Isleta,3,116
2020,7/17/2020,98.4,63.38,35.02,San Acacia,3,117
2020,7/17/2020,61.08,60.5,0.58,San Acacia,3,118
2020,7/17/2020,56.22,54.49,1.73,San Acacia,3,119
2020,7/18/2020,159.07,151.38,7.69,Isleta,3,120
2020,7/18/2020,134.4,131.92,2.48,Isleta,3,121
2020,7/18/2020,98.4,63.75,34.65,San Acacia,3,122
2020,7/18/2020,61,60.37,0.63,San Acacia,3,123
2020,7/18/2020,56.4,54.5,1.9,San Acacia,3,124
2020,7/19/2020,158.77,151.4,7.37,Isleta,3,125
2020,7/19/2020,133.51,131.92,1.59,Isleta,3,126
2020,7/19/2020,98.38,63.2,35.18,San Acacia,3,127
2020,7/19/2020,61,60.37,0.63,San Acacia,3,128
2020,7/19/2020,56.47,54.48,1.99,San Acacia,3,129
2020,7/20/2020,159.1,151.29,7.81,Isleta,3,130
2020,7/20/2020,132.27,131.92,0.35,Isleta,3,131
2020,7/20/2020,98.65,63.31,35.34,San Acacia,3,132
2020,7/20/2020,60.61,60.37,0.24,San Acacia,3,133
2020,7/20/2020,56.25,54.5,1.75,San Acacia,3,134
2020,7/21/2020,159.1,151.28,7.82,Isleta,3,135
2020,7/21/2020,98.71,63.21,35.5,San Acacia,3,136
2020,7/21/2020,61.12,60.32,0.8,San Acacia,3,137
2020,7/21/2020,56.56,54.5,2.06,San Acacia,3,138
2020,7/22/2020,159.07,151.29,7.78,Isleta,3,139
2020,7/22/2020,98.66,63.3,35.36,San Acacia,3,140
2020,7/22/2020,60.91,60.49,0.42,San Acacia,3,141
2020,7/22/2020,56.05,54.49,1.56,San Acacia,3,142
2020,7/23/2020,158.83,151.41,7.42,Isleta,3,143
2020,7/23/2020,96.25,63.37,32.88,San Acacia,3,144
2020,7/23/2020,60.9,60.48,0.42,San Acacia,3,145
2020,7/23/2020,56.04,54.5,1.54,San Acacia,3,146
2020,7/24/2020,158.23,151.6,6.63,Isleta,3,147
2020,7/24/2020,95.6,63.38,32.22,San Acacia,3,148
2020,7/24/2020,55.95,54.5,1.45,San Acacia,3,149
2020,7/25/2020,157.79,152.38,5.41,Isleta,3,150
2020,7/25/2020,75.2,63.38,11.82,San Acacia,3,151
2020,7/25/2020,55.91,54.5,1.41,San Acacia,3,152
2020,7/31/2020,156.96,152.51,4.45,Isleta,4,1
2020,8/1/2020,157.5,152.3,5.2,Isleta,4,2
2020,8/2/2020,158.3,152.48,5.82,Isleta,4,3
2020,8/3/2020,158.28,152.3,5.98,Isleta,4,4
2020,8/4/2020,158.44,152.35,6.09,Isleta,4,5
2020,8/5/2020,159.1,151.6,7.5,Isleta,4,6
2020,8/6/2020,159.01,151.59,7.42,Isleta,4,7
2020,8/7/2020,159.5,151.6,7.9,Isleta,4,8
2020,8/7/2020,93.6,81.35,12.25,San Acacia,4,9
2020,8/8/2020,159.06,151.5,7.56,Isleta,4,10
2020,8/8/2020,92.84,73.95,18.89,San Acacia,4,11
2020,8/9/2020,159.8,151.44,8.36,Isleta,4,12
2020,8/9/2020,93.9,73.95,19.95,San Acacia,4,13
2020,8/10/2020,159.08,151.38,7.7,Isleta,4,14
2020,8/10/2020,94.2,73.95,20.25,San Acacia,4,15
2020,8/11/2020,159.67,151.4,8.27,Isleta,4,16
2020,8/11/2020,93.82,73.95,19.87,San Acacia,4,17
2020,8/12/2020,159.7,151.5,8.2,Isleta,4,18
2020,8/12/2020,94.72,73.95,20.77,San Acacia,4,19
2020,8/13/2020,159.59,151.22,8.37,Isleta,4,20
2020,8/13/2020,95.89,73.95,21.94,San Acacia,4,21
2020,8/14/2020,159.64,151.24,8.4,Isleta,4,22
2020,8/14/2020,95.96,73.95,22.01,San Acacia,4,23
2020,8/15/2020,159.58,151.21,8.37,Isleta,4,24
2020,8/15/2020,95.91,73.95,21.96,San Acacia,4,25
2020,8/16/2020,159.1,151.2,7.9,Isleta,4,26
2020,8/16/2020,95.87,73.95,21.92,San Acacia,4,27
2020,8/17/2020,159.1,151.21,7.89,Isleta,4,28
2020,8/17/2020,95.65,73.96,21.69,San Acacia,4,29
2020,8/18/2020,159.56,151.24,8.32,Isleta,4,30
2020,8/18/2020,95.77,73.95,21.82,San Acacia,4,31
2020,8/19/2020,159.45,151.21,8.24,Isleta,4,32
2020,8/19/2020,134.76,132.86,1.9,Isleta,4,33
2020,8/19/2020,95.81,73.91,21.9,San Acacia,4,34
2020,8/20/2020,159.41,151.21,8.2,Isleta,4,35
2020,8/20/2020,135.3,132.84,2.46,Isleta,4,36
2020,8/20/2020,95.75,73.95,21.8,San Acacia,4,37
2020,8/21/2020,159.36,151.21,8.15,Isleta,4,38
2020,8/21/2020,135.82,132.7,3.12,Isleta,4,39
2020,8/21/2020,96.39,73.95,22.44,San Acacia,4,40
2020,8/22/2020,159.44,151.21,8.23,Isleta,4,41
2020,8/22/2020,135.94,132.69,3.25,Isleta,4,42
2020,8/22/2020,96.91,73.95,22.96,San Acacia,4,43
2020,8/23/2020,159,151.21,7.79,Isleta,4,44
2020,8/23/2020,135.92,132.68,3.24,Isleta,4,45
2020,8/23/2020,96.92,73.95,22.97,San Acacia,4,46
2020,8/24/2020,158.98,151.21,7.77,Isleta,4,47
2020,8/24/2020,135.59,131.97,3.62,Isleta,4,48
2020,8/24/2020,97.92,73.96,23.96,San Acacia,4,49
2020,8/25/2020,159.32,151.24,8.08,Isleta,4,50
2020,8/25/2020,135.46,131.97,3.49,Isleta,4,51
2020,8/25/2020,97.51,73.95,23.56,San Acacia,4,52
2020,8/26/2020,158.59,151.21,7.38,Isleta,4,53
2020,8/26/2020,134.14,131.97,2.17,Isleta,4,54
2020,8/26/2020,97.42,73.95,23.47,San Acacia,4,55
2020,8/27/2020,158.95,151.24,7.71,Isleta,4,56
2020,8/27/2020,133.88,131.98,1.9,Isleta,4,57
2020,8/27/2020,97.31,64.17,33.14,San Acacia,4,58
2020,8/28/2020,158.95,151.2,7.75,Isleta,4,59
2020,8/28/2020,133.87,131.98,1.89,Isleta,4,60
2020,8/28/2020,97.27,64.17,33.1,San Acacia,4,61
2020,8/29/2020,159.32,151.25,8.07,Isleta,4,62
2020,8/29/2020,134.45,131.97,2.48,Isleta,4,63
2020,8/29/2020,97.21,64.15,33.06,San Acacia,4,64
2020,8/29/2020,55.84,54.61,1.23,San Acacia,4,65
2020,8/30/2020,158.89,151.21,7.68,Isleta,4,66
2020,8/30/2020,134.55,131.92,2.63,Isleta,4,67
2020,8/30/2020,97.06,64.19,32.87,San Acacia,4,68
2020,8/30/2020,56,54.61,1.39,San Acacia,4,69
2020,8/31/2020,158.98,151.21,7.77,Isleta,4,70
2020,8/31/2020,134.51,131.92,2.59,Isleta,4,71
2020,8/31/2020,96.95,63.97,32.98,San Acacia,4,72
2020,8/31/2020,60.38,60.35,0.03,San Acacia,4,73
2020,8/31/2020,56.05,54.61,1.44,San Acacia,4,74
2020,9/1/2020,158.88,151.29,7.59,Isleta,4,75
2020,9/1/2020,134.95,131.97,2.98,Isleta,4,76
2020,9/1/2020,96.91,63.97,32.94,San Acacia,4,77
2020,9/1/2020,60.44,60.36,0.08,San Acacia,4,78
2020,9/1/2020,56.04,54.61,1.43,San Acacia,4,79
2020,9/2/2020,158.8,151.45,7.35,Isleta,4,80
2020,9/2/2020,133.12,132.13,0.99,Isleta,4,81
2020,9/2/2020,94.8,63.95,30.85,San Acacia,4,82
2020,9/2/2020,60.4,60.36,0.04,San Acacia,4,83
2020,9/2/2020,55.86,54.61,1.25,San Acacia,4,84
2020,9/3/2020,158.88,151.51,7.37,Isleta,4,85
2020,9/3/2020,133.95,132.14,1.81,Isleta,4,86
2020,9/3/2020,95.23,63.95,31.28,San Acacia,4,87
2020,9/3/2020,60.41,60.36,0.05,San Acacia,4,88
2020,9/3/2020,55.86,54.6,1.26,San Acacia,4,89
2020,9/4/2020,158.92,152.09,6.83,Isleta,4,90
2020,9/4/2020,134.22,131.95,2.27,Isleta,4,91
2020,9/4/2020,95.64,63.95,31.69,San Acacia,4,92
2020,9/4/2020,60.43,60.36,0.07,San Acacia,4,93
2020,9/4/2020,56.5,54.6,1.9,San Acacia,4,94
2020,9/5/2020,159.4,151.52,7.88,Isleta,4,95
2020,9/5/2020,134.25,131.96,2.29,Isleta,4,96
2020,9/5/2020,95.5,63.95,31.55,San Acacia,4,97
2020,9/5/2020,60.44,60.35,0.09,San Acacia,4,98
2020,9/5/2020,56.05,54.61,1.44,San Acacia,4,99
2020,9/6/2020,160.07,151.44,8.63,Isleta,4,100
2020,9/6/2020,134.93,132.02,2.91,Isleta,4,101
2020,9/6/2020,95.44,62.75,32.69,San Acacia,4,102
2020,9/6/2020,61.6,60.35,1.25,San Acacia,4,103
2020,9/6/2020,56.12,54.59,1.53,San Acacia,4,104
2020,9/7/2020,158.9,151.22,7.68,Isleta,4,105
2020,9/7/2020,134.6,131.91,2.69,Isleta,4,106
2020,9/7/2020,95.36,62.85,32.51,San Acacia,4,107
2020,9/7/2020,61.91,60.36,1.55,San Acacia,4,108
2020,9/7/2020,56.05,54.61,1.44,San Acacia,4,109
2020,9/8/2020,160,151.38,8.62,Isleta,4,110
2020,9/8/2020,134.34,131.92,2.42,Isleta,4,111
2020,9/8/2020,95.36,62.87,32.49,San Acacia,4,112
2020,9/8/2020,61,60.36,0.64,San Acacia,4,113
2020,9/8/2020,56.05,54.6,1.45,San Acacia,4,114
2020,9/9/2020,158.81,151.64,7.17,Isleta,4,115
2020,9/9/2020,133.3,132.24,1.06,Isleta,4,116
2020,9/9/2020,94.36,64.15,30.21,San Acacia,4,117
2020,9/9/2020,55.81,54.61,1.2,San Acacia,4,118
2020,9/10/2020,158.75,152.5,6.25,Isleta,4,119
2020,9/10/2020,93.63,64.15,29.48,San Acacia,4,120
2020,9/10/2020,55.3,54.6,0.7,San Acacia,4,121
2020,9/11/2020,158.68,152.48,6.2,Isleta,4,122
2020,9/11/2020,93.63,63.99,29.64,San Acacia,4,123
2020,9/11/2020,55.08,54.64,0.44,San Acacia,4,124
2020,9/12/2020,158.65,152.5,6.15,Isleta,4,125
2020,9/12/2020,94.37,64.16,30.21,San Acacia,4,126
2020,9/13/2020,158.6,152.42,6.18,Isleta,4,127
2020,9/13/2020,94.65,63.93,30.72,San Acacia,4,128
2020,9/14/2020,158.35,152.4,5.95,Isleta,4,129
2020,9/14/2020,94.58,63.97,30.61,San Acacia,4,130
2020,9/15/2020,158.5,152.4,6.1,Isleta,4,131
2020,9/15/2020,94.51,63.97,30.54,San Acacia,4,132
2020,9/16/2020,158.57,152.32,6.25,Isleta,4,133
2020,9/16/2020,94.55,64.15,30.4,San Acacia,4,134
2020,9/17/2020,158.55,152.3,6.25,Isleta,4,135
2020,9/17/2020,94.43,63.97,30.46,San Acacia,4,136
2020,9/18/2020,158.8,152.22,6.58,Isleta,4,137
2020,9/18/2020,94.46,63.97,30.49,San Acacia,4,138
2020,9/18/2020,55.34,54.7,0.64,San Acacia,4,139
2020,9/19/2020,158.8,151.25,7.55,Isleta,4,140
2020,9/19/2020,94.26,63.97,30.29,San Acacia,4,141
2020,9/19/2020,55.4,54.71,0.69,San Acacia,4,142
2020,9/20/2020,158.7,152.03,6.67,Isleta,4,143
2020,9/20/2020,94.13,63.96,30.17,San Acacia,4,144
2020,9/20/2020,54.84,54.65,0.19,San Acacia,4,145
2020,9/21/2020,158.6,151.25,7.35,Isleta,4,146
2020,9/21/2020,133.3,131.8,1.5,Isleta,4,147
2020,9/21/2020,94.06,63.96,30.1,San Acacia,4,148
2020,9/21/2020,54.83,54.7,0.13,San Acacia,4,149
2020,9/22/2020,158.59,151.57,7.02,Isleta,4,150
2020,9/22/2020,133.33,132.74,0.59,Isleta,4,151
2020,9/22/2020,94.04,63.96,30.08,San Acacia,4,152
2020,9/22/2020,54.84,54.7,0.14,San Acacia,4,153
2020,9/23/2020,158.59,151.64,6.95,Isleta,4,154
2020,9/23/2020,133.39,132.71,0.68,Isleta,4,155
2020,9/23/2020,94,63.96,30.04,San Acacia,4,156
2020,9/23/2020,54.84,54.67,0.17,San Acacia,4,157
2020,9/24/2020,158.83,151.64,7.19,Isleta,4,158
2020,9/24/2020,133.27,132.72,0.55,Isleta,4,159
2020,9/24/2020,94,63.96,30.04,San Acacia,4,160
2020,9/25/2020,158.79,151.5,7.29,Isleta,4,161
2020,9/25/2020,93.93,63.96,29.97,San Acacia,4,162
2020,9/26/2020,158.6,151.45,7.15,Isleta,4,163
2020,9/26/2020,93.89,63.96,29.93,San Acacia,4,164
2020,9/26/2020,54.75,54.67,0.08,San Acacia,4,165
2020,9/27/2020,158.7,151.51,7.19,Isleta,4,166
2020,9/27/2020,93.68,63.93,29.75,San Acacia,4,167
2020,9/27/2020,54.84,54.67,0.17,San Acacia,4,168
2020,9/28/2020,158.75,152.46,6.29,Isleta,4,169
2020,9/28/2020,93.68,63.93,29.75,San Acacia,4,170
2020,9/28/2020,54.84,54.67,0.17,San Acacia,4,171
2020,9/29/2020,159.48,152.04,7.44,Isleta,4,172
2020,9/29/2020,93.36,63.96,29.4,San Acacia,4,173
2020,9/29/2020,54.86,54.67,0.19,San Acacia,4,174
2020,9/30/2020,159.48,152.04,7.44,Isleta,4,175
2020,9/30/2020,93.36,63.96,29.4,San Acacia,4,176
2020,9/30/2020,54.86,54.67,0.19,San Acacia,4,177
2020,10/1/2020,160,152.05,7.95,Isleta,4,178
2020,10/1/2020,93.05,63.93,29.12,San Acacia,4,179
2020,10/1/2020,55.57,54.63,0.94,San Acacia,4,180
2020,10/2/2020,160,152.05,7.95,Isleta,4,181
2020,10/2/2020,93.05,63.93,29.12,San Acacia,4,182
2020,10/2/2020,55.57,54.63,0.94,San Acacia,4,183
2020,10/3/2020,158.95,152,6.95,Isleta,4,184
2020,10/3/2020,92.95,63.96,28.99,San Acacia,4,185
2020,10/3/2020,55.64,54.61,1.03,San Acacia,4,186
2020,10/4/2020,158.84,152.32,6.52,Isleta,4,187
2020,10/4/2020,92.9,63.94,28.96,San Acacia,4,188
2020,10/4/2020,55.84,54.61,1.23,San Acacia,4,189
2020,10/5/2020,158.84,152.32,6.52,Isleta,4,190
2020,10/5/2020,92.9,63.94,28.96,San Acacia,4,191
2020,10/5/2020,55.84,54.61,1.23,San Acacia,4,192
2020,10/6/2020,159.32,152.3,7.02,Isleta,4,193
2020,10/6/2020,92.6,63.95,28.65,San Acacia,4,194
2020,10/6/2020,55.52,54.6,0.92,San Acacia,4,195
2020,10/7/2020,159.32,152.3,7.02,Isleta,4,196
2020,10/7/2020,92.6,63.95,28.65,San Acacia,4,197
2020,10/7/2020,55.52,54.6,0.92,San Acacia,4,198
2020,10/8/2020,159.37,152.34,7.03,Isleta,4,199
2020,10/8/2020,92.32,63.95,28.37,San Acacia,4,200
2020,10/8/2020,55.56,54.67,0.89,San Acacia,4,201
2020,10/9/2020,159.37,152.34,7.03,Isleta,4,202
2020,10/9/2020,92.32,63.95,28.37,San Acacia,4,203
2020,10/9/2020,55.56,54.67,0.89,San Acacia,4,204
2020,10/10/2020,158.71,152.3,6.41,Isleta,4,205
2020,10/10/2020,92,63.97,28.03,San Acacia,4,206
2020,10/10/2020,55.28,54.69,0.59,San Acacia,4,207
2020,10/11/2020,158.75,152.44,6.31,Isleta,4,208
2020,10/11/2020,91.87,63.95,27.92,San Acacia,4,209
2020,10/11/2020,55.24,54.7,0.54,San Acacia,4,210
2020,10/12/2020,158.75,152.44,6.31,Isleta,4,211
2020,10/12/2020,91.87,63.95,27.92,San Acacia,4,212
2020,10/12/2020,55.24,54.7,0.54,San Acacia,4,213
2020,10/13/2020,158.7,152.33,6.37,Isleta,4,214
2020,10/13/2020,91.62,63.95,27.67,San Acacia,4,215
2020,10/13/2020,55.15,54.72,0.43,San Acacia,4,216
2020,10/14/2020,158.7,152.33,6.37,Isleta,4,217
2020,10/14/2020,91.62,63.95,27.67,San Acacia,4,218
2020,10/14/2020,55.15,54.72,0.43,San Acacia,4,219
2020,10/15/2020,158.67,152.15,6.52,Isleta,4,220
2020,10/15/2020,91.42,63.94,27.48,San Acacia,4,221
2020,10/15/2020,54.96,54.72,0.24,San Acacia,4,222
2020,10/16/2020,158.67,152.15,6.52,Isleta,4,223
2020,10/16/2020,91.42,63.94,27.48,San Acacia,4,224
2020,10/16/2020,54.96,54.72,0.24,San Acacia,4,225
2020,10/17/2020,158.85,152.1,6.75,Isleta,4,226
2020,10/17/2020,91.12,63.97,27.15,San Acacia,4,227
2020,10/18/2020,158.55,152.1,6.45,Isleta,4,228
2020,10/18/2020,90.97,64.14,26.83,San Acacia,4,229
2020,10/19/2020,158.55,152.1,6.45,Isleta,4,230
2020,10/19/2020,90.97,64.14,26.83,San Acacia,4,231
2020,10/20/2020,158.54,152.09,6.45,Isleta,4,232
2020,10/20/2020,90.76,64.15,26.61,San Acacia,4,233
2020,10/21/2020,158.54,152.09,6.45,Isleta,4,234
2020,10/21/2020,90.76,64.15,26.61,San Acacia,4,235
2020,10/22/2020,158.45,152.09,6.36,Isleta,4,236
2020,10/22/2020,90.5,64.15,26.35,San Acacia,4,237
2020,10/23/2020,158.45,152.09,6.36,Isleta,4,238
2020,10/23/2020,90.5,64.15,26.35,San Acacia,4,239
2020,10/24/2020,158.43,152.09,6.34,Isleta,4,240
2020,10/24/2020,90.19,64.15,26.04,San Acacia,4,241
2020,10/25/2020,158.41,152.09,6.32,Isleta,4,242
2020,10/25/2020,90.17,64.14,26.03,San Acacia,4,243
2020,10/26/2020,158.41,152.09,6.32,Isleta,4,244
2020,10/26/2020,90.17,64.14,26.03,San Acacia,4,245
2020,10/27/2020,158.54,152.51,6.03,Isleta,4,246
2020,10/27/2020,90.17,64.14,26.03,San Acacia,4,247
2020,10/28/2020,158.54,152.51,6.03,Isleta,4,248
2020,10/28/2020,90.17,64.14,26.03,San Acacia,4,249
2020,10/29/2020,158.26,152.51,5.75,Isleta,4,250
2020,10/29/2020,87.9,64.14,23.76,San Acacia,4,251
2020,10/30/2020,158.26,152.51,5.75,Isleta,4,252
2020,10/30/2020,87.79,64.14,23.65,San Acacia,4,253
2020,10/31/2020,157.48,152.52,4.96,Isleta,4,254
2020,10/31/2020,87.57,64.15,23.42,San Acacia,4,255
2021,6/17/2021,79.37,79.15,0.22,San Acacia,1,1
2021,6/18/2021,77.21,73.29,3.92,San Acacia,1,2
2021,6/18/2021,81.6,78.76,2.84,San Acacia,1,3
2021,6/18/2021,72.59,71.15,1.44,San Acacia,1,4
2021,6/18/2021,66.11,65.68,0.43,San Acacia,1,5
2021,6/18/2021,67.93,66.65,1.28,San Acacia,1,6
2021,6/18/2021,69.13,68.42,0.71,San Acacia,1,7
